split,dataset_name,dataset_profile,selection_rule,binary_label,family,source,raw_sha256,raw_size_bytes,file_kind,image_sha256,image_width,image_height,conversion_rule,image_path,dataset_image_path,dataset_root,seed,test_fraction,vibex50_source_component,vibex50_addition_reason
test,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_live_server_squashfs,f40d1e707b0a1b1e5f0ac75f70c1669f64ac8f21f8a3f8d9ce2d863f75932c2a,35624,elf,ed2cbe7b6dc3ee8ce78b6f9dd79f6f7240dc76a0faa587c83622d3c055784084,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/f40d1e707b0a1b1e5f0ac75f70c1669f64ac8f21f8a3f8d9ce2d863f75932c2a.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/benign/f40d1e707b0a1b1e5f0ac75f70c1669f64ac8f21f8a3f8d9ce2d863f75932c2a.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
test,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_live_server_squashfs,88db060e5fd9ba93b9f3c6053beb77faa76c5e900e059ab4c4c51bc9dc5345b3,14872,elf,64b7a13406b861b148c9b1d68b5dcc39212a1ceff4fd9cd956b8c8a5e277040a,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/88db060e5fd9ba93b9f3c6053beb77faa76c5e900e059ab4c4c51bc9dc5345b3.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/benign/88db060e5fd9ba93b9f3c6053beb77faa76c5e900e059ab4c4c51bc9dc5345b3.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
test,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_live_server_squashfs,5c6b097b3b97e19e7d71c25b398fb409f9b79dcdc9254934683b10de45147342,10400,elf,59f435121be82a4e2113345a9e8fafbc8e230a4230b7ceb56c99f81521945931,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/5c6b097b3b97e19e7d71c25b398fb409f9b79dcdc9254934683b10de45147342.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/benign/5c6b097b3b97e19e7d71c25b398fb409f9b79dcdc9254934683b10de45147342.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
test,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_live_server_squashfs,a53e69941667699dbe3ea19b0e2ecdf8254f698bead1d4b55a0df2dbe778e882,23112,elf,6524ec356506384283c379d1b4aa0f63f14e9a13daea534360b4b2fd813d3b44,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/a53e69941667699dbe3ea19b0e2ecdf8254f698bead1d4b55a0df2dbe778e882.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/benign/a53e69941667699dbe3ea19b0e2ecdf8254f698bead1d4b55a0df2dbe778e882.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
test,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_live_server_squashfs,f98052192c6b80639d793cd8aace853710bc1f69f2a81d889c79ca12b36f6869,23104,elf,22efb6105c7c4b94ac51e72fd30c4739845dd25588bb41935545bd952daa7520,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/f98052192c6b80639d793cd8aace853710bc1f69f2a81d889c79ca12b36f6869.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/benign/f98052192c6b80639d793cd8aace853710bc1f69f2a81d889c79ca12b36f6869.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
test,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_live_server_squashfs,a302ce5655825f7eec323b106d91b582cc1c231936acb927dbfd360f815b5b99,14728,elf,ca9e5c1d4143292ca5c3bc1772fcaa00d391a2fee85d6029b54b00159860c7de,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/a302ce5655825f7eec323b106d91b582cc1c231936acb927dbfd360f815b5b99.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/benign/a302ce5655825f7eec323b106d91b582cc1c231936acb927dbfd360f815b5b99.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
test,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_desktop_iso,4f8300ca777e95ff32a9d75cd93a311d2a9a2af64de1ac7072afd3dda7f48c88,20176,elf,6aa2e7baef6df33b85fbe5e6a6d9d2fa35a682c46ca000b0f566fb2f7dd2188e,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/4f8300ca777e95ff32a9d75cd93a311d2a9a2af64de1ac7072afd3dda7f48c88.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/benign/4f8300ca777e95ff32a9d75cd93a311d2a9a2af64de1ac7072afd3dda7f48c88.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
test,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_live_server_squashfs,830cdaa3c946ea6076860cbead2ed99a9a4bf6ef760396085e07055e0a69f599,27088,elf,b65c07bd208260eb3c5595d5e22e372c687e81abe4de4e40f75340550e834b0d,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/830cdaa3c946ea6076860cbead2ed99a9a4bf6ef760396085e07055e0a69f599.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/benign/830cdaa3c946ea6076860cbead2ed99a9a4bf6ef760396085e07055e0a69f599.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
test,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_live_server_squashfs,1c93456834ce05734bc466e302441f7e591dee458fc12de279ad352e29518721,607888,elf,c52573f8de51d1b1b013060236407e8b56fa1e23db2886e4235366c068031154,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/1c93456834ce05734bc466e302441f7e591dee458fc12de279ad352e29518721.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/benign/1c93456834ce05734bc466e302441f7e591dee458fc12de279ad352e29518721.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
test,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_live_server_squashfs,e52379e0351903816e814d579575ca65a8f383e59e8b4ee4779f37958aed8542,14496,elf,c12409bc3d1fb3bfaf2cf7c839127e867278e2347aee640e8c7990f4fb09ec18,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/e52379e0351903816e814d579575ca65a8f383e59e8b4ee4779f37958aed8542.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/benign/e52379e0351903816e814d579575ca65a8f383e59e8b4ee4779f37958aed8542.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
test,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_live_server_squashfs,950810b40b5d4d2e98769cfce6ec16b10f7f472afe069670b7dfeb3cde11a621,1499040,elf,4121b199316ef826ecdf56c8699947fec1f623bd2e054b9f901fa9a454096e9b,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/950810b40b5d4d2e98769cfce6ec16b10f7f472afe069670b7dfeb3cde11a621.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/benign/950810b40b5d4d2e98769cfce6ec16b10f7f472afe069670b7dfeb3cde11a621.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
test,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_live_server_squashfs,70d8756a25f7153d1fb9e30fd47a6140e57370eb632fc1e8445a109a574d7b69,43616,elf,8265a65491b02d64337cde516b5cf0a67431fbc7246181c32f4c648dc498da62,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/70d8756a25f7153d1fb9e30fd47a6140e57370eb632fc1e8445a109a574d7b69.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/benign/70d8756a25f7153d1fb9e30fd47a6140e57370eb632fc1e8445a109a574d7b69.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
test,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_live_server_squashfs,d254a2e199cec12e63188f78bd073bafe89dc29fbe3c860c2d626fce2563bbf5,154176,elf,578e992b653c3c89c969e119b48972daef8aaaae5116d389bbd77ab3745d2957,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/d254a2e199cec12e63188f78bd073bafe89dc29fbe3c860c2d626fce2563bbf5.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/benign/d254a2e199cec12e63188f78bd073bafe89dc29fbe3c860c2d626fce2563bbf5.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
test,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_live_server_squashfs,4501f482f04ac0682ffcf0b0754cdd04aedc7035f979ff3e1b9a0ed87626a966,22736,elf,741e5a74181735547505971c03bbb0397fc05c750d85713815a9af73496c83ff,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/4501f482f04ac0682ffcf0b0754cdd04aedc7035f979ff3e1b9a0ed87626a966.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/benign/4501f482f04ac0682ffcf0b0754cdd04aedc7035f979ff3e1b9a0ed87626a966.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
test,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_desktop_iso,7c46035871cd81c1cdc7031c2b0ac34a1a22862cbeb7fa5ec44cbe7cefa42ed9,20708,elf,72a9acf5a752eea4db4efa7af4bf56920d017161e6e94d747ccda782d07d3224,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/7c46035871cd81c1cdc7031c2b0ac34a1a22862cbeb7fa5ec44cbe7cefa42ed9.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/benign/7c46035871cd81c1cdc7031c2b0ac34a1a22862cbeb7fa5ec44cbe7cefa42ed9.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
test,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_desktop_iso,6629e16a0e298b115f1e9a0cada521ad48ecc4c5196c84934f026344f551d992,1848,elf,a855f792e78ea06e41d91512b07bafc1c97a7ae22d3d1672fee35750697c9fa5,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/6629e16a0e298b115f1e9a0cada521ad48ecc4c5196c84934f026344f551d992.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/benign/6629e16a0e298b115f1e9a0cada521ad48ecc4c5196c84934f026344f551d992.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
test,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_live_server_squashfs,0f0bf90badf70a9d97aafd0afd4e2abe862ffef29502de539bf9be20efa929e4,18640,elf,b13c1614aa8f48afbbce39f6f98c8aa2e6e5860b0bf43572c9e0efe9715b24f7,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/0f0bf90badf70a9d97aafd0afd4e2abe862ffef29502de539bf9be20efa929e4.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/benign/0f0bf90badf70a9d97aafd0afd4e2abe862ffef29502de539bf9be20efa929e4.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
test,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_live_server_squashfs,651f1795ddbf50f6424157464edd934ddb3ee522ce5285b34ef6ee190b53b042,536144,elf,ace14b311be312e434411cfa7d473426a84b0e66f64d6cd7abe2baba14b01dc0,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/651f1795ddbf50f6424157464edd934ddb3ee522ce5285b34ef6ee190b53b042.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/benign/651f1795ddbf50f6424157464edd934ddb3ee522ce5285b34ef6ee190b53b042.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
test,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_live_server_squashfs,59bd9d25ed2205892117147c1ec6dd525cdc3bb8c555a7158f1f0cba607dbb2a,166344,elf,281022ecc16106ad24ab963deb13b7c15304da1a4ead8a95fa75dd0b386ed800,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/59bd9d25ed2205892117147c1ec6dd525cdc3bb8c555a7158f1f0cba607dbb2a.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/benign/59bd9d25ed2205892117147c1ec6dd525cdc3bb8c555a7158f1f0cba607dbb2a.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
test,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_live_server_squashfs,49cb667b1a242158ca034284e8cd2ce8e28e918cc8b85a5c7256277ccebc3798,22912,elf,d69d03d4ee266a619c7dcdcfcaf052acb230adc92b0492a2e2372e3207d429c5,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/49cb667b1a242158ca034284e8cd2ce8e28e918cc8b85a5c7256277ccebc3798.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/benign/49cb667b1a242158ca034284e8cd2ce8e28e918cc8b85a5c7256277ccebc3798.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
test,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_live_server_squashfs,8b4f41a447dcea5d4067c523bf0fff4c0008f02e5bbfd840024913d8450e59c5,18640,elf,ef269351c3388ea466e10d0f572e6569faa9cfcae176c581f46123b9bcc79fed,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/8b4f41a447dcea5d4067c523bf0fff4c0008f02e5bbfd840024913d8450e59c5.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/benign/8b4f41a447dcea5d4067c523bf0fff4c0008f02e5bbfd840024913d8450e59c5.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
test,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_live_server_squashfs,52caa6c040a1eb2c611423d24dce2cc9f4b58e245c696ef26770a40e40acad4d,18640,elf,44502573711947e2063878d388522cdc5c3ba69def8183fd9dd2c1254eb298ea,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/52caa6c040a1eb2c611423d24dce2cc9f4b58e245c696ef26770a40e40acad4d.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/benign/52caa6c040a1eb2c611423d24dce2cc9f4b58e245c696ef26770a40e40acad4d.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
test,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_live_server_squashfs,2e9ce75d0d8c6fcb99fb86da9605005a94b4db53dbc63bd5cb1d632ac669fa21,35376,elf,452578ae24c712f14332173967b48a51db101c8726c09694951c2c935d131399,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/2e9ce75d0d8c6fcb99fb86da9605005a94b4db53dbc63bd5cb1d632ac669fa21.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/benign/2e9ce75d0d8c6fcb99fb86da9605005a94b4db53dbc63bd5cb1d632ac669fa21.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
train,VIBEX-50K,vibex-50k,linux_elf_only,benign,benign,ubuntu_26.04_live_server_squashfs,f7be905e18093b9fa46e77a29079523c90e97c51bd56c7e63ebe77f7eddcb6a6,14648,elf,a67dae289713d62c9721103bb0f9c5d781d3e1c3f8448a44691486e78bab669c,1024,1024,first_1048576_bytes_uint8_grayscale_pad_00_truncate_to_1024x1024,/home/phil/vibex_secure_dataset/derived/images/vibex-lnx-100k/benign/f7be905e18093b9fa46e77a29079523c90e97c51bd56c7e63ebe77f7eddcb6a6.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/train/benign/f7be905e18093b9fa46e77a29079523c90e97c51bd56c7e63ebe77f7eddcb6a6.png,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data,20260517,0.2,VIBEX-LNX-100K,base_component_release
