dataset_name,split,source_split,raw_sha256,image_sha256,binary_label,consensus_family,family_label_status,family_label_votes,family_label_engine_count,family_label_confidence,vt_report_path,dataset_image_path,source,file_kind,original_family_field,benchmark_name,inclusion_reason,exclusion_reason
VIBEX-50K,test,test,360d206f1739e0b6bcba17aa4db9c48f2fbb5503df85c077ee3b7d3879a035b6,36947d1e13d18607bd811802bd3fd52277a2278558364b9b4b44c4d02ba65c67,malware,generickd,labelled,5,49,0.102041,/home/phil/vibex_secure_dataset/evidence/virustotal/VIBEX-50K/360d206f1739e0b6bcba17aa4db9c48f2fbb5503df85c077ee3b7d3879a035b6.json,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/malware/360d206f1739e0b6bcba17aa4db9c48f2fbb5503df85c077ee3b7d3879a035b6.png,virusshare_00499,pe,VirusShare_3f4f899d938d27c7b51a6767684a0d7d,family_core,stable_family_min_support,
VIBEX-50K,test,test,7c97dcdc3f8c1dc81bf72a11af2bebfe57709d19d2913ae8fa314dfe748aa971,da7837358d96ffb5f00a2444882b33f0d9c22cf60be9bf4d652f524160090f42,malware,barys,labelled,6,52,0.115385,/home/phil/vibex_secure_dataset/evidence/virustotal/VIBEX-50K/7c97dcdc3f8c1dc81bf72a11af2bebfe57709d19d2913ae8fa314dfe748aa971.json,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/malware/7c97dcdc3f8c1dc81bf72a11af2bebfe57709d19d2913ae8fa314dfe748aa971.png,virusshare_00499,pe,VirusShare_241695caff98b477fd7dc926a3087af4,family_core,stable_family_min_support,
VIBEX-50K,test,test,bb91171fd0d5a43e5407c2679f0f56349b6c77dd2ff944ae57d307945aca4173,698104ec063b167375e0a3d40277e89ac484c5c4ad1e19ac28e86a36385a0666,malware,salgorea,labelled,6,48,0.125,/home/phil/vibex_secure_dataset/evidence/virustotal/VIBEX-50K/bb91171fd0d5a43e5407c2679f0f56349b6c77dd2ff944ae57d307945aca4173.json,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/malware/bb91171fd0d5a43e5407c2679f0f56349b6c77dd2ff944ae57d307945aca4173.png,virusshare_00499,pe,VirusShare_0a1aa369eec4bff27d7ebc717c1465dc,family_core,stable_family_min_support,
VIBEX-50K,test,test,27cb817510e08746fd939d5b727d13919148fb74bf002248db3bf08977f5bb17,0e6d9808de042873427ef12b10fac207ade1b5493c02019f27acf1329f18c7bc,malware,generickd,labelled,6,64,0.09375,/home/phil/vibex_secure_dataset/evidence/virustotal/VIBEX-50K/27cb817510e08746fd939d5b727d13919148fb74bf002248db3bf08977f5bb17.json,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/malware/27cb817510e08746fd939d5b727d13919148fb74bf002248db3bf08977f5bb17.png,virusshare_00499,pe,VirusShare_e032565dbf0de22113d6197f60ca7067,family_core,stable_family_min_support,
VIBEX-50K,test,test,721e4e0b6d7abf5eaf6625d09cbfadc94b2be30641fd08f720b086d7fca91795,0228722d253ee69c7daac66fbfb784093c7b84fe953382e52775f4a4ba3973cd,malware,salgorea,labelled,6,54,0.111111,/home/phil/vibex_secure_dataset/evidence/virustotal/VIBEX-50K/721e4e0b6d7abf5eaf6625d09cbfadc94b2be30641fd08f720b086d7fca91795.json,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/malware/721e4e0b6d7abf5eaf6625d09cbfadc94b2be30641fd08f720b086d7fca91795.png,virusshare_00499,pe,VirusShare_3a90f3d6a10ac468121b9395acfa26cc,family_core,stable_family_min_support,
VIBEX-50K,test,test,1d1a3cbf9c38a83bed2713f1845fa7548f01ebfef2d395cabd4e3a61e2c7048f,63df8c55cb34e0bad0f78e719d0a4c280a780a93815edd9d0712696cf0e4e14b,malware,autorun,labelled,13,57,0.22807,/home/phil/vibex_secure_dataset/evidence/virustotal/VIBEX-50K/1d1a3cbf9c38a83bed2713f1845fa7548f01ebfef2d395cabd4e3a61e2c7048f.json,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/malware/1d1a3cbf9c38a83bed2713f1845fa7548f01ebfef2d395cabd4e3a61e2c7048f.png,virusshare_00499,pe,VirusShare_b4df70bfa0540b5a8192aed7a15fb80e,family_core,stable_family_min_support,
VIBEX-50K,test,test,c75fb2cd7239495f61e092863709c19f54b431ec6a169dd8b7a1a93eda67f595,7b3b5f54e199903f13d5aa64c4e746c1feaf816207935b8723f1b46f6fa9351f,malware,barys,labelled,6,54,0.111111,/home/phil/vibex_secure_dataset/evidence/virustotal/VIBEX-50K/c75fb2cd7239495f61e092863709c19f54b431ec6a169dd8b7a1a93eda67f595.json,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/malware/c75fb2cd7239495f61e092863709c19f54b431ec6a169dd8b7a1a93eda67f595.png,virusshare_00499,pe,VirusShare_3bb5b38821a1ba59513f8ad6d1781e9c,family_core,stable_family_min_support,
VIBEX-50K,test,test,a5f2fd58f0d2c1656992cc7cbe6dde37cb98e502a33ec45b8d7edccaff7e9731,553c09e773fff1e8b8edaa0231c245e597dd73caafe468a56984b3cb98e47411,malware,zusy,labelled,9,14,0.642857,/home/phil/vibex_secure_dataset/evidence/virustotal/VIBEX-50K/a5f2fd58f0d2c1656992cc7cbe6dde37cb98e502a33ec45b8d7edccaff7e9731.json,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/malware/a5f2fd58f0d2c1656992cc7cbe6dde37cb98e502a33ec45b8d7edccaff7e9731.png,virusshare_00499,pe,VirusShare_58adc2409538a890d9953dd6c46069d4,family_core,stable_family_min_support,
VIBEX-50K,test,test,d7286cd3b8c0d66f206b76a100ede7c2c4459e1ee705e5e97ad7f2026275232d,87b1915824d8d0acf5d960d3aa741888e3f696fb7c2a6ce2a76c4742a79d2350,malware,salgorea,labelled,6,52,0.115385,/home/phil/vibex_secure_dataset/evidence/virustotal/VIBEX-50K/d7286cd3b8c0d66f206b76a100ede7c2c4459e1ee705e5e97ad7f2026275232d.json,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/malware/d7286cd3b8c0d66f206b76a100ede7c2c4459e1ee705e5e97ad7f2026275232d.png,virusshare_00499,pe,VirusShare_e754eccdebc9080ea7ceeab7bbf6429b,family_core,stable_family_min_support,
VIBEX-50K,test,test,b5da95062421f1fdeb755c1a24b2633039ed854c24aac424e4c1b72c25d48323,98676e0a4acf941fbcbc7a4669718852a4af2f406ac011829b7585f0f2fb0ba0,malware,salgorea,labelled,14,66,0.212121,/home/phil/vibex_secure_dataset/evidence/virustotal/VIBEX-50K/b5da95062421f1fdeb755c1a24b2633039ed854c24aac424e4c1b72c25d48323.json,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/malware/b5da95062421f1fdeb755c1a24b2633039ed854c24aac424e4c1b72c25d48323.png,virusshare_00499,pe,VirusShare_4eacd17184c8b6977737a830118cb9a8,family_core,stable_family_min_support,
VIBEX-50K,test,test,e0ac031e766ff65bd86818e3266660d5c204ac4767072f21add5a6f3a0e8db98,0c488833dfaf2c99b36adec07c6a4bd90bf25ee298a749f04eceff262ff53a1d,malware,generickd,labelled,7,25,0.28,/home/phil/vibex_secure_dataset/evidence/virustotal/VIBEX-50K/e0ac031e766ff65bd86818e3266660d5c204ac4767072f21add5a6f3a0e8db98.json,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/malware/e0ac031e766ff65bd86818e3266660d5c204ac4767072f21add5a6f3a0e8db98.png,virusshare_00499,pe,VirusShare_bf474e27046c4c30c12d35754c8ca54b,family_core,stable_family_min_support,
VIBEX-50K,test,test,3bca3c8e0aba072fb4be22e4b2bc87b5e71de95f0d583d240d80892637b051db,675c5128897273815f54e17369b1eb61e832e8fcd377844e7ce69809fc1cab85,malware,nevereg,labelled,25,65,0.384615,/home/phil/vibex_secure_dataset/evidence/virustotal/VIBEX-50K/3bca3c8e0aba072fb4be22e4b2bc87b5e71de95f0d583d240d80892637b051db.json,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/malware/3bca3c8e0aba072fb4be22e4b2bc87b5e71de95f0d583d240d80892637b051db.png,virusshare_00499,pe,VirusShare_fcecbdb26ba45c8720b0afe388a0be2b,family_core,stable_family_min_support,
VIBEX-50K,test,test,81949065e7bd9c504e2478cd0a5e5f2e69b2f89b4bc97a75e3228c58a049a047,478076950a1352d5b1d3d335b77923db975701a1d8f9df755f06b68eec19a622,malware,barys,labelled,11,54,0.203704,/home/phil/vibex_secure_dataset/evidence/virustotal/VIBEX-50K/81949065e7bd9c504e2478cd0a5e5f2e69b2f89b4bc97a75e3228c58a049a047.json,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/malware/81949065e7bd9c504e2478cd0a5e5f2e69b2f89b4bc97a75e3228c58a049a047.png,virusshare_00499,pe,VirusShare_404808620a050105e12699ea071f1334,family_core,stable_family_min_support,
VIBEX-50K,test,test,83e54e8a35e6cdab77e51957a104d75f74ca114b152bfe4bf0fa148530c60523,637759f224dac04946bd48ca939152e05fece687d53e8b1fdc9aa7cfa33f3df3,malware,salgorea,labelled,6,58,0.103448,/home/phil/vibex_secure_dataset/evidence/virustotal/VIBEX-50K/83e54e8a35e6cdab77e51957a104d75f74ca114b152bfe4bf0fa148530c60523.json,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/malware/83e54e8a35e6cdab77e51957a104d75f74ca114b152bfe4bf0fa148530c60523.png,virusshare_00499,pe,VirusShare_eb59b69e5d6e9ede94944d07ac44227a,family_core,stable_family_min_support,
VIBEX-50K,test,test,5ffb5ab6e6e0f6e880126003f4ea8b4c3ed59ba3c32d1b76550aa8e64558145a,1aff9f17e085ed8b771e8524435243b31979dac5f001a85750682ec5dbb17436,malware,nevereg,labelled,17,51,0.333333,/home/phil/vibex_secure_dataset/evidence/virustotal/VIBEX-50K/5ffb5ab6e6e0f6e880126003f4ea8b4c3ed59ba3c32d1b76550aa8e64558145a.json,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/malware/5ffb5ab6e6e0f6e880126003f4ea8b4c3ed59ba3c32d1b76550aa8e64558145a.png,virusshare_00499,pe,VirusShare_0f9cb967a79ff33fd55de31f59599d99,family_core,stable_family_min_support,
VIBEX-50K,test,test,a068543984a8be935cd0fd54f7d2ab87a561d6f6c3fea75d005d8ffeed0a6b00,a4ccf381fa8196b7ec6efdfed82bbdb1d22b76eb2b5669423c62bf2dc70a88d4,malware,generickd,labelled,6,23,0.26087,/home/phil/vibex_secure_dataset/evidence/virustotal/VIBEX-50K/a068543984a8be935cd0fd54f7d2ab87a561d6f6c3fea75d005d8ffeed0a6b00.json,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/malware/a068543984a8be935cd0fd54f7d2ab87a561d6f6c3fea75d005d8ffeed0a6b00.png,virusshare_00499,pe,VirusShare_f99052ee533c774b0c9fca992f2ea738,family_core,stable_family_min_support,
VIBEX-50K,test,test,1e2530bb3d891cc982a99272653ce7cdcf3f9aef7071106a27e69ff88a0a14f4,476ac88d7cf0c320fc09b2e21b904cd7652a94ca24e5d0f07cf81916615226d9,malware,salgorea,labelled,6,58,0.103448,/home/phil/vibex_secure_dataset/evidence/virustotal/VIBEX-50K/1e2530bb3d891cc982a99272653ce7cdcf3f9aef7071106a27e69ff88a0a14f4.json,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/malware/1e2530bb3d891cc982a99272653ce7cdcf3f9aef7071106a27e69ff88a0a14f4.png,virusshare_00499,pe,VirusShare_476da3858df1bdc44613c86bd37cc3cd,family_core,stable_family_min_support,
VIBEX-50K,test,test,5612d75ee97924fd986610017b04f4d5bceb1eb7d321f575305530fb3e2d41f1,70c2e1f79d9901442426cd55bbb33be04427128e93fe14a074e593dfece55d33,malware,zusy,labelled,6,50,0.12,/home/phil/vibex_secure_dataset/evidence/virustotal/VIBEX-50K/5612d75ee97924fd986610017b04f4d5bceb1eb7d321f575305530fb3e2d41f1.json,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/malware/5612d75ee97924fd986610017b04f4d5bceb1eb7d321f575305530fb3e2d41f1.png,virusshare_00499,pe,VirusShare_8df691759060a6b26bd6f052a5ffb512,family_core,stable_family_min_support,
VIBEX-50K,test,test,b598f98891d0f9ff50cf6f9fe16932a25b32db018dad3f1dab51f6711e981981,9c7d852e79106fbd78d86e5f3ca65fab7c58975826eeb9c4552ad65f16555a0e,malware,generickd,labelled,7,28,0.25,/home/phil/vibex_secure_dataset/evidence/virustotal/VIBEX-50K/b598f98891d0f9ff50cf6f9fe16932a25b32db018dad3f1dab51f6711e981981.json,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/malware/b598f98891d0f9ff50cf6f9fe16932a25b32db018dad3f1dab51f6711e981981.png,virusshare_00499,pe,VirusShare_d5f21d110e63ad048a955cbd526c4214,family_core,stable_family_min_support,
VIBEX-50K,test,test,e62e7be6391537c548fd0e6b140fe20a91b6f2a7acb0b31ec5c4dc16a6e6eedf,2b77fe3a3647bbea40a11622c0a964352da4e646af62f1fea236d4133d64b8a2,malware,sivis,labelled,16,47,0.340426,/home/phil/vibex_secure_dataset/evidence/virustotal/VIBEX-50K/e62e7be6391537c548fd0e6b140fe20a91b6f2a7acb0b31ec5c4dc16a6e6eedf.json,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/malware/e62e7be6391537c548fd0e6b140fe20a91b6f2a7acb0b31ec5c4dc16a6e6eedf.png,virusshare_00499,pe,VirusShare_f20348aadf34ff2c0d3996e326b3c474,family_core,stable_family_min_support,
VIBEX-50K,test,test,68baafe347c1275ac69f0247070b8ef53f297e3dd68bc18cbde8db4b995d026c,6d0a78cd4ba4e91189807a12b8f58683f39fed1b813af7063fcf0a113602c33c,malware,generickd,labelled,7,45,0.155556,/home/phil/vibex_secure_dataset/evidence/virustotal/VIBEX-50K/68baafe347c1275ac69f0247070b8ef53f297e3dd68bc18cbde8db4b995d026c.json,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/malware/68baafe347c1275ac69f0247070b8ef53f297e3dd68bc18cbde8db4b995d026c.png,virusshare_00499,pe,VirusShare_a40edb5cc889a623e696e415e6e598f3,family_core,stable_family_min_support,
VIBEX-50K,test,test,4c3a477da83cd5cfda8e7dca9a3753dba01cb1e11bdf065f721ff67a8497dea0,59dd8b890b5d61f365ddf132ab65fdc609ae432697920e20a87124ccb7ee19a5,malware,generickd,labelled,6,44,0.136364,/home/phil/vibex_secure_dataset/evidence/virustotal/VIBEX-50K/4c3a477da83cd5cfda8e7dca9a3753dba01cb1e11bdf065f721ff67a8497dea0.json,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/malware/4c3a477da83cd5cfda8e7dca9a3753dba01cb1e11bdf065f721ff67a8497dea0.png,virusshare_00499,pe,VirusShare_cea022ebea612548a5117cc5b74abaf7,family_core,stable_family_min_support,
VIBEX-50K,test,test,6bf86a2ce60e0f2beb947f11133a3c00a7ec5732433b210675c3fb3ded9f1c57,0519fd66332ded37b8059e92954506a8148e41d5f388456ce6f85f5d5a5d7d55,malware,salgorea,labelled,6,48,0.125,/home/phil/vibex_secure_dataset/evidence/virustotal/VIBEX-50K/6bf86a2ce60e0f2beb947f11133a3c00a7ec5732433b210675c3fb3ded9f1c57.json,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/malware/6bf86a2ce60e0f2beb947f11133a3c00a7ec5732433b210675c3fb3ded9f1c57.png,virusshare_00499,pe,VirusShare_3dc2f1eddfa870e40ed0ffc8abe1a9de,family_core,stable_family_min_support,
VIBEX-50K,test,test,d035cfcf2fe14dd83eed33b87b6eb50aa8695eefbd80ebbb2fd24d0dc0ec6909,7cb6e1c59226bd1e03d4da000af26fdf3aaffc08ba9f08b09a96578bc1214603,malware,salgorea,labelled,13,63,0.206349,/home/phil/vibex_secure_dataset/evidence/virustotal/VIBEX-50K/d035cfcf2fe14dd83eed33b87b6eb50aa8695eefbd80ebbb2fd24d0dc0ec6909.json,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/malware/d035cfcf2fe14dd83eed33b87b6eb50aa8695eefbd80ebbb2fd24d0dc0ec6909.png,virusshare_00499,pe,VirusShare_721f86d046d8a5bd74cbe7f490b958b5,family_core,stable_family_min_support,
VIBEX-50K,test,test,3c5450bf9407c02b8d8bd7c8b4c0f2867e03bf52f1b2e281abc20d933802f17f,5fb94ebf82284215eb6c2f017cad5a590703f20f19b5cef8ac6fe50f006ef262,malware,zusy,labelled,6,47,0.12766,/home/phil/vibex_secure_dataset/evidence/virustotal/VIBEX-50K/3c5450bf9407c02b8d8bd7c8b4c0f2867e03bf52f1b2e281abc20d933802f17f.json,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/malware/3c5450bf9407c02b8d8bd7c8b4c0f2867e03bf52f1b2e281abc20d933802f17f.png,virusshare_00499,pe,VirusShare_27e8fa4344834cf57fb086ee44b269ba,family_core,stable_family_min_support,
VIBEX-50K,test,test,610912b31dcf32fe49720d1d1c24ce1cbb648c7dc269d53e46780f4fcb1e1e85,2fdd6ce8cd33ea0f141b84d482ff0530202555d6b38f3dcd7eeea387a63db8b3,malware,salgorea,labelled,11,72,0.152778,/home/phil/vibex_secure_dataset/evidence/virustotal/VIBEX-50K/610912b31dcf32fe49720d1d1c24ce1cbb648c7dc269d53e46780f4fcb1e1e85.json,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/malware/610912b31dcf32fe49720d1d1c24ce1cbb648c7dc269d53e46780f4fcb1e1e85.png,virusshare_00499,pe,VirusShare_13430ff43fea4e7708079880ac8db578,family_core,stable_family_min_support,
VIBEX-50K,test,test,0d192b67fc7d9430e85f03a6f8bdeba837c63e7f2def1905dd137aa524b99a38,46d5da3e68e28bf56feec1f350befaa5e830d0d6f64cb75453b6dcb0af2fa2fd,malware,bulz,labelled,9,51,0.176471,/home/phil/vibex_secure_dataset/evidence/virustotal/VIBEX-50K/0d192b67fc7d9430e85f03a6f8bdeba837c63e7f2def1905dd137aa524b99a38.json,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/malware/0d192b67fc7d9430e85f03a6f8bdeba837c63e7f2def1905dd137aa524b99a38.png,virusshare_00499,pe,VirusShare_975efc82374fdebf8fce9b0b29c4cedf,family_core,stable_family_min_support,
VIBEX-50K,test,test,423853d7c2d10a08db578f5918129ef0f59197c169d3526fdabc273b76dd94a5,78d4a143493f54778c05eb7da54b13bf49c0987d68a1ca45cc6ca932091b5b5d,malware,salgorea,labelled,4,52,0.0769231,/home/phil/vibex_secure_dataset/evidence/virustotal/VIBEX-50K/423853d7c2d10a08db578f5918129ef0f59197c169d3526fdabc273b76dd94a5.json,/home/phil/vibex_secure_dataset/release/VIBEX-50K/data/test/malware/423853d7c2d10a08db578f5918129ef0f59197c169d3526fdabc273b76dd94a5.png,virusshare_00499,pe,VirusShare_4cd21add7d4ab12e2ac000e0f1018f62,family_core,stable_family_min_support,
